,artist,title,rating,url,chords,top_1,top_2,top_3
10,Ellie Goulding,LOVE ME LIKE YOU DO,806.0,https://tabs.ultimate-guitar.com/e/ellie_goulding/love_me_like_you_do_ver6_crd.htm,G D Em7 C D Em7 G Bm7 Em7 C D Em7 G Bm7 Em7 C D Em7 G Bm7 Em7 C Am Em Dsus4 D G Bm7 Em7 C D Em7 G Bm7 Em7 C D Em7 Em7) G Bm7 Em7 C Am Em Dsus4 D G Bm7 Em7 C Am Em Dsus4 D G D Em7 G Bm7 Em7 C D Em7 Em7) G Bm7 Em7 C Am Em Dsus4 D G Bm7 Em7 C Am Em Dsus4 D G Bm7 Em7 Cadd9,Am Em,Em Dsus4,C Am
11,Hozier,TAKE ME TO CHURCH,1384.0,https://tabs.ultimate-guitar.com/h/hozier/take_me_to_church_ver2_crd.htm,F# Em Am Em Am G Am Em Am Em Am Em Am G Am Em Am D C Em Am Em Am G Am Em Am D C G C G C G Cm G F# F Em B7 G Am Em Am Em Am G Am Em Am D C Em Am Em Am G Am Em Am D C C Em B7 G Am C G B7 Em C G B7 Em C G B7 Em C G B7 Em D C G C G Cm G Cm G F Em B7 G Am,F# F,D C,G F
12,Taylor Swift Featuring Kendrick Lamar,BAD BLOOD,263.0,https://tabs.ultimate-guitar.com/t/taylor_swift/bad_blood_crd.htm,F: C: G: Am: F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am,G: Am:,C: G:,F: C:
13,Jason Derulo,WANT TO WANT ME,198.0,https://tabs.ultimate-guitar.com/j/jason_derulo/want_to_want_me_crd.htm,C Am C Am C Am C Am C Am F Am G C Am F Am C Am C Am C Am C Am F Am G C Am F Am C Am F G Am Em F G Am G C Am F Am G C Am F Am C Am,Em F,G C,Am Em
14,Taylor Swift,SHAKE IT OFF,696.0,https://tabs.ultimate-guitar.com/t/taylor_swift/shake_it_off_crd.htm,G Am C G Am C G Am C G G Am C G Am C G Am* C* G Am C G Am C G G*/mute Am C G Am C G Am C G Am C G G Am C G G*/mute Am C G Am C G Am C G Am C G Am C G,Am* C*,G*/mute Am,Am C
15,Rachel Platten,FIGHT SONG,686.0,https://tabs.ultimate-guitar.com/r/rachel_platten/fight_song_crd.htm,G G G Em7 Cadd9 G D G Cadd9 Em7 D G Cadd9 Em7 D G D Em7 Cadd9 G D Em7 Cadd9 Em D Cadd9 G Em7 Cadd9 G D Em7 Cadd9 G D G Cadd9 Em7 D G Cadd9 Em7 D G D Em7 Cadd9 G D Em7 Cadd9 Em D Cadd9 G Cadd9 G D G Em7 Cadd9 G G D Em7 Cadd9 G D Em7 Cadd9 Em D Cadd9 G Cadd9 G,Cadd9 Em,Em D,Em7 Cadd9
16,Fetty Wap Featuring Remy Boyz,679,92.0,https://tabs.ultimate-guitar.com/f/fetty_wap/679_crd.htm,F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C F E Am C,E Am,F E,Am C
17,Meghan Trainor,LIPS ARE MOVIN,197.0,https://tabs.ultimate-guitar.com/m/meghan_trainor/lips_are_movin_crd.htm,G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G G Am C G,Am C,G Am,C G
18,Fifth Harmony Featuring Kid Ink,WORTH IT,26.0,https://tabs.ultimate-guitar.com/f/fifth_harmony/worth_it_crd.htm,Cm Cm Cm G G Cm Cm G G Cm Cm G G Cm Cm G G Cm Cm G G Cm Cm Cm Cm Ab Eb Cm Bb Ab Eb Cm G Cm Cm G G Cm Cm G G Cm Cm G G Cm Cm G Ab Eb Cm Bb Ab Eb Cm G Cm Cm G G Cm Cm G G Cm Cm G G Cm Cm G G Ab Eb Cm Bb Ab Eb Cm G Cm Cm G G Cm Cm G G,Ab Eb,Bb Ab,Cm Bb
19,Omarion Featuring Chris Brown & Jhene Aiko,POST TO BE,11.0,https://tabs.ultimate-guitar.com/o/omarion/post_to_be_crd.htm,Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F Am7 G C F,Am7 G,G C,C F
20,Andy Grammer,"HONEY, I'M GOOD.",94.0,https://tabs.ultimate-guitar.com/a/andy_grammer/honey_im_good_ver5_crd.htm,A A E F#m A A D E A A D E A D E A A D E A F#m A D A A F#m A F#m A A D A D D A D E A A D E A A D E A D E A A F#m A D A A F#m D A A E F#m F#m A A D A D D E F#m D A E F#m D A A D E A A D E A A F#m A A A D A D A A D A D D A D A D,D E,E F#m,A D
21,Sam Smith,I'M NOT THE ONLY ONE,2072.0,https://tabs.ultimate-guitar.com/s/sam_smith/im_not_the_only_one_crd.htm,F A Dm Bb F A Dm Bb F A Dm Bb F C F F A Dm Bb F A Dm Bb F A Dm Bb F C F F A Dm Bb F A Dm Bb F A Dm Bb F C F F A Dm Bb F A Dm Bb F A Dm Bb F C F F A Dm Bb F A Dm Bb F A Dm Bb F C F F A Dm Bb F A Dm Bb F A Dm Bb F C F Bb F A Dm Bb F A Bb C F A Dm Bb F A Dm Bb F A Dm Bb F C F,A Dm,Dm Bb,F A
22,Selena Gomez Featuring A$AP Rocky,GOOD FOR YOU,132.0,https://tabs.ultimate-guitar.com/s/selena_gomez/good_for_you_ver3_crd.htm,Em G A Em D Em G A Em D Em Em G A Em D Em G A Em D Em G A Em D Em G A Em D Em G A Em D Em Em G A Em D Em G A Em D Em G A Em D Em G A Em D Em G A G Em G A Em D Em G A Em D,G A,Em D,Em G
23,Meghan Trainor,ALL ABOUT THAT BASS,347.0,https://tabs.ultimate-guitar.com/m/meghan_trainor/all_about_that_bass_crd.htm,A A Bm E A A Bm E A A Bm Bm E A D A A Bm E A A Bm E D A A A Bm E A A Bm E A E A A Bm E A A Bm E D A A A Bm E A A A Bm E A A A Bm E A,Bm E,E D,D A
24,Taylor Swift,STYLE,419.0,https://tabs.ultimate-guitar.com/t/taylor_swift/style_ver2_crd.htm,Am F Am F Am F Am F Am F Dm* Em* F* F C F C F C F Am F Am F Am F Am F Dm* Em* F* F C F C F C F Am F C F C F C F Am F C*,Dm* Em*,Em* F*,F C
25,Drake,HOTLINE BLING,460.0,https://tabs.ultimate-guitar.com/d/drake/hotline_bling_ver2_crd.htm,C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am Em C Am C Am C Am Em Em C Am C Am Em Em Em C Am Em C Am Em C Am Em C Am Em,C Am,Am Em,Em C
26,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",HEY MAMA,24.0,https://tabs.ultimate-guitar.com/d/david_guetta/hey_mama_crd.htm,Em Em Em Em Em Em Em C Am D Am D Em C Am D Em C Am D Em Em Em Em Em Em Em C Am D Am D Em C Am D Em C Am D Em Em Em Em Em Em Em C Am D Em C Am D Em C Am D Am D Em C Am D Em C Am D Em Em,Am D,C Am,Em C
27,Flo Rida Featuring Sage The Gemini & Lookas,G.D.F.R.,4.0,https://tabs.ultimate-guitar.com/f/flo_rida/gdfr_crd.htm,Em G D C Em G D C Em Em G Em G Em Em G Em Em G Em Em G Em Em G Em Em G D C Em G D C Em Em G Em Em G Em Em G Em Em G Em Em G Em Em G Em Em G D C Em G D C Em,D C,G D,C Em
28,Justin Bieber,WHAT DO YOU MEAN?,408.0,https://tabs.ultimate-guitar.com/j/justin_bieber/what_do_you_mean_crd.htm,Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9 G Em D Cadd9 Cadd9,Em D,G Em,D Cadd9
29,Ed Sheeran,PHOTOGRAPH,5295.0,https://tabs.ultimate-guitar.com/e/ed_sheeran/photograph_crd.htm,D Bm A G D Bm A G D Bm A G Bm G D A Bm G D A D A Bm G D D Bm A G D Bm A G Bm G D A Bm G D A D A Bm G D A Bm G Bm G D A D A Bm G D A Bm G D A Bm G D,G D,Bm G,D A
30,Adele,HELLO,1032.0,https://tabs.ultimate-guitar.com/a/adele/hello_ver3_crd.htm,Em G D C Bm Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em G D C Em D Bm C Em D C Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em G D C Em G D C Em G D C Em G D C Em G D C Em D Bm C Em D C Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C D G Em C D G Em C D G Em C D G Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em C G D Em G D C Em,G D,Bm C,D Bm
31,Shawn Mendes,STITCHES,1309.0,https://tabs.ultimate-guitar.com/s/shawn_mendes/stitches_ver2_crd.htm,Am G C F Am G C F Am G C F Am G C F F G Am F G Am Am G C F Am G F C Am G C F Am G F C Am G C F Am G C F Am G C F Am G C F F G Am F G Am Am G C F Am G F C Am G C F Am G F C Am G C F,Am G,G C,C F
32,Tove Lo,TALKING BODY,93.0,https://tabs.ultimate-guitar.com/t/tove_lo/talking_body_crd.htm,Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am Em D C Am,Em D,C Am,D C
33,Nick Jonas,JEALOUS,134.0,https://tabs.ultimate-guitar.com/n/nick_jonas/jealous_crd.htm,A G A G A Bm G A Bm G A Bm G A Bm G A G A G A Bm G A Bm G A Bm G A Bm G F#m A F#m G A Bm G A Bm G A Bm G A Bm G,A Bm,Bm G,G A
34,Pitbull & Ne-Yo,TIME OF OUR LIVES,5.0,https://tabs.ultimate-guitar.com/p/pitbull/time_of_our_lives_crd.htm,Am Em B/C D C Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am B/C C Am D Em Am C C Am D Em,D Em,B/C C,C C
35,R. City Featuring Adam Levine,LOCKED AWAY,299.0,https://tabs.ultimate-guitar.com/r/rock_city/locked_away_ver2_crd.htm,C Am F C G C C Am F C G C C F Am G C F Am G C Am F C G C C Am F C G C C Am F C G C C Am F C G C C F Am G C F Am G C Am F C G C C Am F C G C C Am F C G C C Am F C G C C Am F G C Am F G C Am F C G C C Am F C G C C Am F C G C C Am F C G C C Am F C G C,Am F,G C,C Am
36,Natalie La Rose Featuring Jeremih,SOMEBODY,7.0,https://tabs.ultimate-guitar.com/n/natalie_la_rose/somebody_crd.htm,F: G: Am: C: F G Am C F G Am C F G Am C F G Am F G Am C F G Am C F G Am C F G Am C,G: Am:,F: G:,Am: C:
37,Fall Out Boy,CENTURIES,390.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/centuries_ver2_crd.htm,Em Am Em G C Am D Em G C Am D Em G C Am D Em G C Am D Em G C Am D Em Am Em G C Am D Em G C Am D Em G C Am D Em G C Am D Em Em G C Am Em Am Em G C Am D Em G C Am D Em G C Am D Em G C Am Em G C Am Em Am Em G C Am D Em G C Am D Em G C Am D,G C,Am D,C Am
38,Fetty Wap Featuring Monty,MY WAY,13.0,https://tabs.ultimate-guitar.com/f/fetty_wap/come_my_way_crd.htm,F Am F Am F Am F Am F F Am F Am F Am F Am F Am F Am F Am F Am F Am F Am,F Am,Am F,F F
39,Sam Hunt,TAKE YOUR TIME,248.0,https://tabs.ultimate-guitar.com/s/sam_hunt/take_your_time_crd.htm,Am Dm Am Dm Am Dm Am Dm C Em Am F C Em Am F Am Dm Am Dm Am Dm C Em Am F C Em Am F Am Am C F Am C F G C Em Am F C Em Am F C Em Am F,C Em,G C,F G
40,Maroon 5,ANIMALS,251.0,https://tabs.ultimate-guitar.com/m/maroon_5/animals_crd.htm,"Em, D, C. Em D C Em D C Em D C Em D C Em Em D C Em D C Em D C Em D C Em D C Em D C Em Em D C Em D C Em D C Em D C Em D C C C Em D D C C Em Em Em D C Em D C Em D C C C Em D D C C","D, C.","Em, D,",C. Em
41,Rihanna,B**** BETTER HAVE MY MONEY,9.0,https://tabs.ultimate-guitar.com/r/rihanna/bitch_better_have_my_money_crd.htm,Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Bm Em Em Bm Em Bm Em Bm Em Bm Em Bm Em,Bm Em,Em Bm,Em Em
42,Sia,ELASTIC HEART,427.0,https://tabs.ultimate-guitar.com/s/sia/elastic_heart_acoustic_crd.htm,D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E F#m D A E,F#m D,E F#m,A E
43,Demi Lovato,COOL FOR THE SUMMER,49.0,https://tabs.ultimate-guitar.com/d/demi_lovato/cool_for_the_summer_ver4_crd.htm,Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C F Am F C G Am F C G Am F C G Am F C G C,Am F,C G,G Am
44,X Ambassadors,RENEGADES,801.0,https://tabs.ultimate-guitar.com/x/x_ambassadors/renegades_crd.htm,A Bm D G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G Bm D A G,Bm D,A G,G Bm
45,Usher Featuring Juicy J,I DON'T MIND,4.0,https://tabs.ultimate-guitar.com/u/usher/i_dont_mind_crd.htm,E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E E Abm E B E Abm Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E Abm E B E,B E,E B,E Abm
46,Ariana Grande & The Weeknd,LOVE ME HARDER,184.0,https://tabs.ultimate-guitar.com/a/ariana_grande/love_me_harder_ver2_crd.htm,F Am Dm Em F Am Dm Em G F Am Dm Em G F Am Dm Em F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em Am F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F Am Dm Em G F,Dm Em,Em G,G F
47,Taylor Swift,WILDEST DREAMS,1285.0,https://tabs.ultimate-guitar.com/t/taylor_swift/wildest_dreams_crd.htm,C Em D C Em D C Em D C Em D C Em D C Em D G D Am C G D Am C G D Am C G D Am C C Em D C Em D C Em D C Em D G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C G D Am C,D Am,C Em,Em D
48,Sam Smith,STAY WITH ME,2359.0,https://tabs.ultimate-guitar.com/s/sam_smith/stay_with_me_crd.htm,Am7 F C Am7 F C Am7 F C Am7 F C Am7 F C Am7 Gsus C Am F C Am F C G Am F C G#dim Am F C Am7 F C Am7 F C Am7 F C Am7 Gsus C Am F C Am F C G Am F C G#dim Am F C Am F C Am F C G Am F C G#dim Am F C Am F C Am F C G Am F C G#dim Am F C Am F C Am F C G Am F C G#dim Am F C,Am7 Gsus,C G,G Am
49,DJ Snake & AlunaGeorge,YOU KNOW YOU LIKE IT,13.0,https://tabs.ultimate-guitar.com/a/alunageorge/you_know_you_like_it_crd.htm,Db Bb G F Cm Eb Ab Cm Eb Ab Cm Eb Cm Cm Eb Ab Cm Cm Eb Ab Cm Cm Fm Ab Cm Cm Fm Ab F Bb Cm Cm Eb Ab Cm Cm Eb Ab Cm Cm Eb Ab Cm Cm Eb Ab Cm Cm Fm Ab Cm Cm Fm Ab Fm Fm Ab Eb Fm Fm Ab Eb Fm Cm Cm Fm Ab Cm Cm Fm Ab,Db Bb,G F,Bb G
50,Fall Out Boy,UMA THURMAN,144.0,https://tabs.ultimate-guitar.com/f/fall_out_boy/uma_thurman_ver2_crd.htm,Em D D C Em D Em D Em D C Em D Em D G D Em G D Em Em C G D Em Em C G D Em Em D D C Em D Em D Em D C Em D Em D G D Em Em C G D Em Em C G D Em Em D D C Em D Em D Em D C Em D Em D Em C G A E Em C G A E Em C G A E Em C G A E G D Em Em C G D Em Em D D C Em D Em D Em D C Em D Em D Em D D C Em D Em D Em D C Em D Em D,A E,G A,C G
51,Selena Gomez,THE HEART WANTS WHAT IT WANTS,220.0,https://tabs.ultimate-guitar.com/s/selena_gomez/the_heart_wants_what_it_wants_crd.htm,C Am Em D C Am Em G C Am Em G C Am Em G C Am Em G D C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G D C Am Em G C Am Em G C Am Em G C Am Em G C Am Em G D C Am Em G C Am Em G C Am Em G C,Am Em,Em G,D C
52,Little Big Town,GIRL CRUSH,710.0,https://tabs.ultimate-guitar.com/l/little_big_town/girl_crush_crd.htm,C C Em F G C Em F G Am F C G Am F C G C F C G C F C G C Em F G C Em F G Am F C G Am F C G C F C G C F C G C Em F,G Am,Am F,Em F
53,Trey Songz,SLOW MOTION,6.0,https://tabs.ultimate-guitar.com/t/trey_songz/slow_motion_crd.htm,Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm Dm C F Gm,Dm C,F Gm,C F
54,One Direction,DRAG ME DOWN,341.0,https://tabs.ultimate-guitar.com/o/one_direction/drag_me_down_ver4_crd.htm,Bm G A Em Bm G D Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm Bm G A Em Bm G A E Bm G A Em Bm G A Em Bm Bm G A Em Bm G A Em Bm G A Em Bm G A Em Bm,A E,D Em,G D
55,Ariana Grande,ONE LAST TIME,181.0,https://tabs.ultimate-guitar.com/a/ariana_grande/one_last_time_ver4_crd.htm,D Dsus4 Asus4 A Bm A D G A Bm A D G A Bm A D G A Bm A D D-Dsus4-D) G A Bm A D D-Dsus4-D)) G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A Bm A D G A,Dsus4 Asus4,D D-Dsus4-D),D-Dsus4-D) G
56,Nick Jonas,CHAINS,57.0,https://tabs.ultimate-guitar.com/n/nick_jonas/chains_crd.htm,Em Em Em Em C Em G Am Em C G Am Em C Em C Em Em Em Em Em Em C Em G Am Em C G Am Em C Em C Em Em C Em C Em Am C Em G Am Em C G Am,G Am,C G,Em C
57,Vance Joy,RIPTIDE,5260.0,https://tabs.ultimate-guitar.com/v/vance_joy/riptide_ver3_crd.htm,Am G C C Am G C Am G C Am G C Am G C Am G C Am G C Am G C C Am G C Am G C C Am G C Am G C Am G C Am G C Am G C Am G C Am G C Am G C C Am G C Am G C C Am G C Am G C Fmaj7 Am G C Fmaj7 Am G C Am G C Am G C C Am G C Am G C C Am G C Am G C C Am G C Am G C C Am G C Am G C C Am G C Am G C C Am G C C Am G C,Am G,Fmaj7 Am,C Fmaj7
58,Jidenna Featuring Roman GianArthur,CLASSIC MAN,5.0,https://tabs.ultimate-guitar.com/j/jidenna/classic_man_crd.htm,C Em C Em C Em C Em C Em C Em C Em C Em C Em C Em C Em C Em C Em Am G C Em Am G C Em Am G C Em C Em C Em Am G C Em Am G C Em Am G C Em Am G C Em Am G C Em Am G C Em C Em C Em C Em C Em C Em C Em C Em C Em Am G C Em Am G C Em C Em C Em C Em C Em Am G C Em Am G,Am G,Em Am,C Em
